Fecha - Hora,Cuenta,Contenido,Imagen,Timestamp
9:05 AM - 29 May 2019,Secretaría Cultura,"#Entérate  ¡Llega Zapata a la @BiblioMexCddela!

Muestra bibliográfica dedicada al Caudillo del Sur exhibirá folletería sobre el prócer y la Revolución, así como periódicos de la época relacionados con su muerte. Disfrútala del 30 de mayo al 21 de julio. https://bit.ly/2JLwGga ",https://pbs.twimg.com/media/D7vx_laU0AIBqA4.jpg,1559138700.0
8:31 AM - 29 May 2019,Secretaría Cultura,"#Entérate 

 La Orquesta Filarmónica del Estado de #Querétaro (OFEQ) se presenta este miércoles 29 de mayo en el @PalacioOficial de Bellas Artes para celebrar su 27 aniversario con un concierto de gala, bajo la dirección del maestro Ludwig Carrasco.  https://bit.ly/2JKkxrE ",https://pbs.twimg.com/media/D7vqezQU0AEqbwZ.jpg,1559136660.0
7:58 AM - 29 May 2019,Secretaría Cultura,"#PensarGénero 

Fue una plataforma de creación para la “Sociedad Protectora de la Mujer”, la primera asociación en México que se identifica como feminista. Buscaba “unir fuerzas intelectuales de las mujeres"" y formar una ""confraternidad femenina"".

Mujeres en Alameda. INAH.",https://pbs.twimg.com/media/D7vg04bWsAIE9p8.png,1559134680.0
7:58 AM - 29 May 2019,Secretaría Cultura,"#PensarGénero 

La revista fue fundada por la tabasqueña Dolores Correa y Zapata, una profesora, poeta y escritora, y Columba Rivera, una médica y maestra originaria de Hidalgo. 

La publicación fue dirigida también por Laura Méndez de Cuenca y Mateana Murguía de Aveleyra.",https://pbs.twimg.com/media/D7vgAhNXkAA5X4C.jpg,1559134680.0
9:32 AM - 30 May 2019,Secretaría Cultura,"Esther Hernández (@EsTetereta), directora general de @VinculaCultura, recordó que en estas comunidades la memoria se transmite de manera oral de generación a generación y con ""Retorno al origen"" la intención es tener un intercambio de saberes.

Detalles  https://bit.ly/2JMzjOz ",https://pbs.twimg.com/media/D71AUIHU8AAQjW0.jpg,1559226720.0
9:32 AM - 30 May 2019,Secretaría Cultura,"#CulturaComunitaria 

""Retorno al origen"" trabajará de mayo a noviembre en ocho municipios de #Oaxaca, entre ellos San Mateo Yoloxochitlán, Santa María Chilchotla, Mazatlán Villa de Flores, San Agustín Zaragoza (Yataá), San Antonio Eloxochitlán (Nguixó) y Huautla de Jiménez.",https://pbs.twimg.com/media/D71Aw32U8AIR9a9.jpg,1559226720.0
8:10 AM - 30 May 2019,Secretaría Cultura,"#CulturaDiversa 

Sexualidad, diversidad corporal y feminismo son algunos temas que el ilustrador mexiquense Jovan Israel (@jovanisrael) retrata en su obra. 

Sus trazos disruptivos ponen en el centro temas sobre racismo y discriminación vinculados con la diversidad sexual.",https://pbs.twimg.com/media/D70ohs9W4AEOUPM.jpg,1559221800.0
8:20 PM - 29 May 2019,Secretaría Cultura,"#ParaCinéfilos  

El ciclo #RumboAlAriel   tendrá como sedes al Cine Tonalá, Cinematógrafo del @museodelchopo, Cineteca Mexiquense, Faro de Oriente, Sala Miguel N. Lira de #Tlaxcala Cineteca Guadalajara, entre otros.  https://bit.ly/2IgblbB 

Restos de viento (2017)",https://pbs.twimg.com/media/D7wLke8XYAE_LmI.jpg,1559179200.0
7:37 PM - 29 May 2019,Secretaría Cultura,"Rodrigo Moya es un fotógrafo mexicano nacido en Medellín, Colombia.   

En sus fotografías se muestran las desigualdades sociales de Latinoamérica y sus conflictos políticos en las décadas de 1950 y 1960.",https://pbs.twimg.com/media/D7yDJ9vVsAAJODa.jpg,1559176620.0
7:37 PM - 29 May 2019,Secretaría Cultura,"#RodrigoMoyaMÉXICO se exhibe en el @mbellasartes, así como en el Centro de la Imagen (@cimagen), hasta septiembre. 

¡Disfruta de ambos recintos!

Toda la cartelera la encuentras en @MexicoesCultura.  – at Palacio de Bellas Artes",https://pbs.twimg.com/media/D7yDJBBU0AAlOob.jpg,1559176620.0
7:37 PM - 29 May 2019,Secretaría Cultura,"#EnLaLente 

La muestra #RodrigoMoyaMÉXICO devela testimonios gráficos de episodios oscuros de nuestra historia reciente, como la masacre perpetrada el 2 de octubre 1968.

También colecciona retratos y estampas del México urbano, sus contrastes y contradicciones. – at Palacio de Bellas Artes",https://pbs.twimg.com/media/D7yDHycUcAA6LTf.jpg,1559176620.0
7:33 PM - 29 May 2019,Secretaría Cultura,"Como parte del ciclo #RumboAlAriel , se transmitirán por @Canal22 cinco programas especiales con los cortometrajes nominados al Ariel en las categorías de documental, animación y ficción.  https://bit.ly/2IgblbB 

Videotape (2018)",https://pbs.twimg.com/media/D7wLAZ7WkAElZdI.jpg,1559176380.0
6:40 PM - 29 May 2019,Secretaría Cultura,"#ParaCinéfilos  

El ciclo #RumboAlAriel  cuenta con la participación de la Red de Cineclubes del @IEMS_CDMX, donde se exhibirán los cortometrajes nominados al Ariel.  https://bit.ly/2IgblbB 

Las visitadoras (2018)",https://pbs.twimg.com/media/D7wL7IaXYAIAxkg.jpg,1559173200.0
4:20 PM - 29 May 2019,Secretaría Cultura,"#CuerpoYMovimiento 

Narrativa y expresionista son los calificativos que describen la obra dancística de Rosa Reyna (1924-2006).

Su pieza más destacada es ""La Manda"", con música de Blas Galindo, libreto de José Durand y basada en el cuento “Talpa” de Juan Rulfo.

 @INAHmx",https://pbs.twimg.com/media/D7xUp96WsAAxBcH.png,1559164800.0
3:14 PM - 29 May 2019,Secretaría Cultura,"#DiversidadCultural 

Hablar de los pueblos afromexicanos debe trascender los estereotipos que rodean a estas poblaciones y pugnar por el reconocimiento de su identidad étnica, de sus contribuciones culturales e históricas.

¿Qué opinas? Reflexionemos  https://bit.ly/2JKWGIe ",https://pbs.twimg.com/media/D7xFSuFWsAAuVXm.jpg,1559160840.0
12:27 PM - 29 May 2019,Secretaría Cultura,"#Tlaxcala  A través del Centro Cultural Helénico, en vinculación con el Instituto Tlaxcalteca de Cultura (@TlaxcalaITC), impulsamos esta iniciativa que constituye el primer esfuerzo conjunto que realizan ambas instituciones para descentralizar y redistribuir la riqueza cultural",https://pbs.twimg.com/media/D7wdaRzXkAEvQ8O.jpg,1559150820.0
12:27 PM - 29 May 2019,Secretaría Cultura,"#Entérate 

Arranca en junio #Tlaxcalteatro, circuito de teatro en comunidades de #Tlaxcala.

¿De qué se trata? Participan 11 municipios y 11 compañías locales invitadas con funciones en un periodo de tres meses.

Detalles  https://bit.ly/2WfMqP9 ",https://pbs.twimg.com/media/D7wdVuJW4AApR7T.jpg,1559150820.0
7:58 AM - 29 May 2019,Secretaría Cultura,"#PensarGénero 

En 1904 fue lanzada en México “La Mujer Mexicana”, una publicación mensual definida como una revista “científico-literaria consagrada a la evolución y perfeccionamiento de la mujer”.",https://pbs.twimg.com/media/D7vfvuRW0AEQZwy.jpg,1559134680.0
7:41 AM - 29 May 2019,Secretaría Cultura,"""Uno de los primeros pasos del renovado @Fonart_mx será hacer a un lado las limitaciones que le imponía la perspectiva asistencialista... Al dignificar el arte popular y a sus creadores"", escribe @alefrausto, secretaria de Cultura de México. #Entérate  https://bit.ly/2Wtx2Ol ",https://pbs.twimg.com/media/D7usYgVV4AA8PUJ.jpg,1559133660.0
6:28 AM - 29 May 2019,Secretaría Cultura,"#Entérate 

@Fonart_mx regresa a los terrenos del arte con su incorporación a la Secretaría de Cultura. Al celebrar su 45 aniversario, el organismo inicia una nueva etapa que contempla una magna exposición artesanal en Bellas Artes en 2021.

Detalles  https://bit.ly/2JGpUIk ",https://pbs.twimg.com/media/D7uqKYbUwAMODrr.jpg,1559129280.0
5:53 AM - 29 May 2019,Secretaría Cultura,"¡Buenos días! 

Este convento del siglo XVI te espera en Atlatlahucan, #Morelos.

Hablamos del templo de San Mateo Apóstol, uno de los catorce monasterios construidos en las faldas del volcán Popocatépetl con el fin de evangelizar a pobladores de la zona.",https://pbs.twimg.com/media/D7rSVWaXYAE4Vc9.jpg,1559127180.0
6:28 PM - 28 May 2019,Secretaría Cultura,"#ArteMexicano  ¿Sabes cuál es la técnica inventada por Rufino Tamayo? Es la “mixografía” o dar textura y volumen al papel por medio de un dibujo en relieve. Puedes ver su obra en el Museo J. Guadalupe Posada, en #Aguascalientes, donde se expone ""El Mexicanismo Gráfico"".",https://pbs.twimg.com/media/D7p-fvTUcIEO_1k.jpg,1559086080.0
3:45 PM - 28 May 2019,Secretaría Cultura,"#LibrosYBibliotecas 

¿Has visitado la Biblioteca Pública del Estado de #Jalisco ""Juan José Arreola""?

Su fachada de corte deconstructivista con ventanas irregulares dejan ver el interior del acervo. Obra del arq. Federico González Martínez inspirada en las lenguas indígenas.",https://pbs.twimg.com/media/D7sBnYxWsAAsKcC.jpg,1559076300.0
11:50 AM - 28 May 2019,Secretaría Cultura,"#ArtesaníasMexicanas

Maestras artesanas y maestros artesanos de diversos rincones del país celebran 45 años de trabajo del @Fonart_mx. Se trata de una institución que además fomenta la investigación para difundir el patrimonio cultural de México.

¡Consume local! ",https://pbs.twimg.com/media/D7rOnvUWsAAIgWW.jpg,1559062200.0
7:31 AM - 28 May 2019,Secretaría Cultura,"#EnLaLente 

En el Palacio de Bellas Artes se expone “Brassaï. El ojo de París”, una muestra que conjunta más de 200 fotografías que giran en torno a las ideas de París de noche, placeres, París de día, artistas, escritores, amigos, la calle, sueño, entre otros.",https://pbs.twimg.com/media/D7qS-bIWwAAu8XX.jpg,1559046660.0
7:31 AM - 28 May 2019,Secretaría Cultura,"#EnLaLente 

¿Te gustaría conocer París a través de la obra de uno de los mejores fotógrafos del siglo XX?

Conoce el trabajo de Gyula Halász, mejor conocido como Brassaï, un fotógrafo húngaro famoso por retratar la vida de la capital francesa.",https://pbs.twimg.com/media/D7qSd4DWsAA8voJ.jpg,1559046660.0
8:01 PM - 27 May 2019,Secretaría Cultura,"#Arquitectura 

¿Conoces el Museo Nacional de Arquitectura? 

Se trata de un espacio dedicado a la exhibición, promoción y difusión de los valores de la arquitectura moderna y el urbanismo de México y el mundo.

¡No olvides disfrutarlo en tu próxima visita al @PalacioOficial!",https://pbs.twimg.com/media/D7md_z2XYAA4xf_.jpg,1559005260.0
6:08 PM - 27 May 2019,Secretaría Cultura,"#Melomanía 

¿Tienes una canción favorita de @cafetacvba?  ¡Sólo una! 

Esta banda de rock originaria de Naucalpan, #EstadoDeMéxico, es una de las más importantes e influyentes en la historia reciente de la música popular en Latinoamérica. ¡Felices #30CaféTacvba!",https://pbs.twimg.com/media/D7l7fwZXkAAc5LV.jpg,1558998480.0
9:11 AM - 27 May 2019,Secretaría Cultura,"¿Sabes quién fue Gaspar Yanga?

Fue líder de una rebelión de esclavos africanos en México a principios del siglo XVII.

Él y su grupo rebelde lograron liberarse del yugo español y asentar una comunidad en #Veracruz que hoy es un municipio y lleva su nombre. 

#DiversidadCultural",https://pbs.twimg.com/media/D7lc483W4AAxOiI.jpg,1558966260.0
4:36 AM - 27 May 2019,Secretaría Cultura,"¡Buenos días!  

Para los pobladores del Occidente de Mesoamérica (hoy #Nayarit, #Colima, #Jalisco y #Michoacán), la sexualidad era un don divino otorgado para procrear con placer y cumplir el designio celestial: imitar a los dioses para traer el cielo a la tierra.",https://pbs.twimg.com/media/D7iDGWuUIAA11dk.jpg,1558949760.0
1:18 PM - 26 May 2019,Secretaría Cultura,"¿Sabías que Amado Nervo es considerado uno de los inauguradores de la ciencia ficción en México?

En su cuento “La última guerra”(1906) narra la rebelión de los animales contra el yugo del ser humano.

Conoce más sobre la vida de este poeta  https://bit.ly/2VQxEtb ",https://pbs.twimg.com/media/D7WlN7RWsAEMjhI.jpg,1558894680.0
12:02 PM - 26 May 2019,Secretaría Cultura,"¡Aprendamos sobre las comunidades afromexicanas con un corto-documental! 

En “Gertrudis Blues”, Doña Gertrudis, miembro de una comunidad en #Coahuila, lucha para que los cantos tradicionales de sus antepasados no se olviden.

Velo en @filminlatino https://bit.ly/2YOdTEt .",https://pbs.twimg.com/media/D7Wa832XYAEscKS.jpg,1558890120.0
7:29 AM - 26 May 2019,Secretaría Cultura,"#DomingoDeMuseos 

¿No tienes plan para hoy?

¡Visita el Museo de Arte Moderno (@museoAmodernoMX)! Hoy tenemos acceso libre en todos nuestros recintos del INBAL (@bellasartesinba).",https://pbs.twimg.com/media/D7fk0-BVUAEwr-1.jpg,1558873740.0
6:18 PM - 25 May 2019,Secretaría Cultura,"#DiplomaciaCultural 

Montevideo conmemora a #AmadoNervo con ofrendas florales y honores por parte de la Armada Nacional del Uruguay en el busto del poeta mexicano.

Y se presentó el libro “Nervo: vida, muerte y el hito americanista de su repatriación” de Cristina Montalbán.",https://pbs.twimg.com/media/D7dKuGnUEAAxS-u.jpg,1558826280.0
6:18 PM - 25 May 2019,Secretaría Cultura,"#Entérate 

En Montevideo, capital de la República Oriental del Uruguay  y lugar donde falleció hace un siglo, fue develada una placa que conmemora al poeta y diplomático nayarita #AmadoNervo.",https://pbs.twimg.com/media/D7dKtmeUIAI5fxD.jpg,1558826280.0
5:04 PM - 25 May 2019,Secretaría Cultura,"#MesDeLosMuseos 

¿Conoces el museo en el que se encuentra esta pieza?

Este cráneo, albergado en el Museo Regional de Las Lagunas en #Coahuila, fue obtenido de la Cueva de la Candelaria y data entre 1000 y 1350 d.c.

Es posible que el tocado/tlacoyal sea símbolo de autoridad.",https://pbs.twimg.com/media/D7SEQ7OWkAA3BK-.jpg,1558821840.0
11:32 AM - 25 May 2019,Secretaría Cultura,"El #DíaDeÁfrica celebra la identidad y la unidad de los pueblos africanos, así como su presencia y aportaciones en todo el mundo.

México se ha nutrido de numerosas contribuciones de las culturas y comunidades africanas.

 Museo Regional de Palmillas, Veracruz.",https://pbs.twimg.com/media/D7WaLynX4AA19Wu.jpg,1558801920.0
8:10 AM - 25 May 2019,Secretaría Cultura,"Cinco datos sobre #RosarioCastellanos 

¡Comparte #CulturaMX! ",https://pbs.twimg.com/media/D7Yudc3UEAAWR9g.jpg,1558789800.0
7:49 AM - 25 May 2019,Secretaría Cultura,"Rosario Castellanos 
nació en #CiudadDeMéxico
#UnDíaComoHoy de 1925

¿Conoces su obra?",https://pbs.twimg.com/media/D7YaLADU0Ag5OrX.jpg,1558788540.0
9:29 PM - 24 May 2019,Secretaría Cultura,"Conmemoramos a #AmadoNervo (1870-1919), el poeta místico, a 100 años de su muerte con cinco datos sobre su vida y sus obras.",https://pbs.twimg.com/media/D7YsNvfUYAEC62l.jpg,1558751340.0
9:02 PM - 24 May 2019,Secretaría Cultura,"La “reina de noche”
Por #AmadoNervo
(1870-1919)",https://pbs.twimg.com/media/D7YmtV3VUAEFJp6.jpg,1558749720.0
5:03 PM - 24 May 2019,Secretaría Cultura,"#MesDeLosMuseos  

¿Sabes en qué museo se encuentra esta pieza?

Forma parte de una colección de materiales arqueológicos con influencia mexica.

Está ubicada en el Museo de la Escultura Mexica, en el pueblo de Santa Cecilia Acatitlán, en #Edomex.",https://pbs.twimg.com/media/D7SDqLQWsAIFo5o.jpg,1558735380.0
3:56 PM - 24 May 2019,Secretaría Cultura,"#Entérate 

El programa gratuito Pasaporte del Arte inicia este sábado 25 de mayo a las 10 h en el Centro Cultural del Bosque (@CCB_INBAL). Este año se rinde homenaje a Leonardo da Vinci  en el quinto centenario de su fallecimiento.

Detalles  https://bit.ly/2X4lP3H ",https://pbs.twimg.com/media/D7Xb_cPU8AA7woO.jpg,1558731360.0
8:38 AM - 24 May 2019,Secretaría Cultura,"#Entérate 

¡Llega la obra fotográfica de #RodrigoMoya a la #CiudadDeMéxico!

La exposición se divide en dos grandes muestras: Periferias, en el Centro de la Imagen (@cimagen), y Escenas, en el Museo del Palacio de Bellas Artes (@mbellasartes).  https://bit.ly/2EuHZoO ",https://pbs.twimg.com/media/D7V7nF2VsAI4kJa.jpg,1558705080.0
8:01 AM - 24 May 2019,Secretaría Cultura,"#AmadoNervo (1870-1919)

La @Fonoteca Nacional aloja hoy a las 19 horas la sesión de escucha “100 años sin Nervo”.

Este evento promete evocar a una de las voces más importantes de México en sus facetas de periodista, novelista, cronista, intimista, poeta místico y visionario.",https://pbs.twimg.com/media/D7S-Ip6UcAAUqR-.jpg,1558702860.0
7:41 AM - 24 May 2019,Secretaría Cultura,"Nueva entrada en nuestro blog #CulturaMX 

#AmadoNervo; cien años sin el poeta místico 

¿Sabías que Nervo era originario de Tepic, #Nayarit? 

Conoce más  https://bit.ly/2VQxEtb ",https://pbs.twimg.com/media/D7VuvHoUEAALmea.jpg,1558701660.0
4:16 PM - 23 May 2019,Secretaría Cultura,"#Entérate  Artistas del Laboratorio de Inmersión inician recorrido por el país. Se dialoga acerca de la experimentación, aprendizaje y reflexión sobre las tecnologías inmersivas.

Detalles  https://bit.ly/2VZRJlr ",https://pbs.twimg.com/media/D7SM-U9W4AAGjlh.jpg,1558646160.0
11:45 AM - 23 May 2019,Secretaría Cultura,"#MesDeLosMuseos 

¿Sabes en qué museo está expuesta esta obra?

Theodoor van Thulden pintó un episodio místico en el que según se cuenta se anunció el nacimiento del rey Francisco I. 

La obra, que se caracteriza por su manierismo y barroco rubenesco, está en el @MuseeLouvre .",https://pbs.twimg.com/media/D7RdRTkXsAApXiy.jpg,1558629900.0
9:20 AM - 23 May 2019,Secretaría Cultura,"A 100 años del fallecimiento de Amado Nervo, el @INEHRM presenta la exposición “Vida, estamos en paz”.

Podrás apreciar fotografías y documentos sobre la vida y obra del poeta. 

También habrá poesía y ópera.   

¡No te la pierdas!  https://bit.ly/2JXDRB5 ",https://pbs.twimg.com/media/D7Q7bQsW0AEDuv3.png,1558621200.0
8:41 AM - 23 May 2019,Secretaría Cultura,"#CulturaDiversa 

La Semana Cultural Lésbico-Gay fue un histórico evento anual iniciado en 1982. 

En ella se exponían diversas expresiones culturales cuyo eje era la diversidad sexual, los derechos, la inclusión y el combate a la homofobia.",https://pbs.twimg.com/media/D7QyyAQUwAIxfyB.jpg,1558618860.0
4:36 AM - 23 May 2019,Secretaría Cultura,"¡Buenos días! 

¿Sabías que los atlantes de Tula son representaciones de Quetzalcóatl como ""Estrella de la mañana"" o Tlahuizcalpantecuhtli?

Estos guerreros toltecas monumentales se localizan en #Hidalgo, miden poco más de 4.5 m y son la personificación del lucero del alba.",https://pbs.twimg.com/media/D7OAxxjUEAE5a6a.jpg,1558604160.0
8:01 PM - 22 May 2019,Secretaría Cultura,"#Escucha 

Poco se habla de la relación de #AmadoNervo (1870-1919) con el medio musical, pero en varios periódicos de la época hay crónicas y artículos escritos por este poeta modernista que dan cuenta de ello.

¡Ven a la @Fonoteca este viernes 24 de mayo y descubre más! ",https://pbs.twimg.com/media/D7N_RDVUYAEjyKL.jpg,1558573260.0
7:20 PM - 22 May 2019,Secretaría Cultura,"#Entérate 

Durante el @Festival_Cannes donde funge como presidente del jurado, el cineasta mexicano Alejandro González Iñárritu fue condecorado con el título de Comandante de la Orden de las Artes y las Letras por el Ministerio de Cultura de la República francesa ¡Enhorabuena!",https://pbs.twimg.com/media/D7N6AtdU8AUTcvi.jpg,1558570800.0
12:29 PM - 22 May 2019,Secretaría Cultura,"#Entérate 

Celebran al poeta y narrador nayarita #AmadoNervo con extenso programa cultural. 

Conoce las actividades especiales que nuestros centros de trabajo, como @literaturainba, @Bibliotecas_Mx, @Fonoteca o @cecut_mx, han preparado para ti.  https://bit.ly/2JXDRB5 ",https://pbs.twimg.com/media/D7MeBfNXYAEizJy.jpg,1558546140.0
8:51 AM - 22 May 2019,Secretaría Cultura,"#PensarGénero 

""Dedico este premio a las mexicanas y a los mexicanos. Nunca dejemos de luchar y trabajar para alcanzar nuestros sueños”, dijo Carrillo, quien es codirectora de la Compañía Nacional de Danza y embajadora de Cultura en México.",https://pbs.twimg.com/media/D7Lq8zqWsAAv-Sl.jpg,1558533060.0
8:51 AM - 22 May 2019,Secretaría Cultura,"#PensarGénero 

Este martes recibió el galardón ""Benois de la Danse"", el máximo premio en el mundo de la danza, por su interpretación en el clásico ""Romeo y Julieta"" en el Staatsballett Berlin (@Staatsballett_B).

Esto la convierte en la primera mujer mexicana en recibirlo.",https://pbs.twimg.com/media/D7Lq0S9X4AET6va.jpg,1558533060.0
8:51 AM - 22 May 2019,Secretaría Cultura,"#PensarGénero 
   
Con tan solo 6 años, Elisa Carrillo (@ElisaCarrilloC) inició su carrera en pequeñas academias hasta que logró ingresar a la Escuela Nacional de Danza Clásica de México.

Debido a su talento, a los 14 ingresó a la Escuela del Ballet Nacional de Inglaterra.",https://pbs.twimg.com/media/D7LqsmTXsAEaQbx.jpg,1558533060.0
7:50 AM - 22 May 2019,Secretaría Cultura,"#Entérate 

Reiteramos el respeto al Estado laico y a la #DiversidadCultural. Alejandra Frausto (@alefrausto), secretaria de Cultura de México, aclaró que el 15 de mayo en el @PalacioOficial se realizó un concierto, no un evento religioso.

Detalles  https://bit.ly/2ErYhyq ",https://pbs.twimg.com/media/D7Ld29SUIAA_tSv.jpg,1558529400.0
7:29 AM - 22 May 2019,Secretaría Cultura,"#PensarGénero 

¿Quieres saber cómo las mujeres atletas cambiaron la historia?

En ""Mujeres en el deporte"", de Rachel Ignotofsky, se expone con magníficas ilustraciones los logros de cincuenta destacadas deportistas de todo el mundo.",https://pbs.twimg.com/media/D7LXnpmWsAAxxoJ.jpg,1558528140.0
4:36 AM - 22 May 2019,Secretaría Cultura,"¡Buenos días!  ¿Conoces los Baños de Moctezuma?

Construido en el siglo XV por Nezahualcóyotl durante el reinado de Moctezuma Ilhuicamina, tlatoanis mexicas lo usaron como sitio de placer, para la crianza de peces exóticos y almacenar agua de manantiales del cerro Chapultepec.",https://pbs.twimg.com/media/D7I_HrmV4AAOSJP.jpg,1558517760.0
4:48 PM - 21 May 2019,Secretaría Cultura,"#Entérate 

Arpas de concierto, jarochas y mariachi tradicional, así como de Tepalcatepec, #Michoacán, y Paraguay sonarán en el @CC_LosPinos.

Detalles  https://bit.ly/2Hva3tN ",https://pbs.twimg.com/media/D7IN5ECU8AAqoC8.jpg,1558475280.0
